dataset,scenario,warm_time_sec,cold_time_sec,cold_over_warm,warm_basis_loads,warm_diff_updates,warm_rebuilds,warm_rebuild_ratio,cold_diff_updates,cold_rebuilds
wh_20x20-7-8-4-0,wh_20x20-7-8-4-3.scen,0.132,0.128,0.970x,0,0,1,1.000,0,1
wh_20x20-7-8-4-0,wh_20x20-7-8-4-4.scen,0.170,0.165,0.971x,1,1,2,0.667,1,2
wh_20x20-7-8-4-0,wh_20x20-7-8-4-5.scen,0.085,0.087,1.024x,0,0,1,1.000,0,1
wh_20x20-7-8-4-0,wh_20x20-7-8-4-6.scen,0.113,0.109,0.965x,0,0,1,1.000,0,1
wh_20x20-7-8-4-0,wh_20x20-7-8-4-7.scen,0.123,0.110,0.894x,0,0,1,1.000,0,1
wh_20x20-7-8-4-0,wh_20x20-7-8-4-8.scen,0.080,0.114,1.425x,0,0,1,1.000,0,1
wh_20x20-7-8-4-0,wh_20x20-7-8-4-9.scen,0.098,0.090,0.918x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-0.scen,0.754,0.860,1.141x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-10.scen,1.536,1.523,0.992x,1,1,3,0.750,1,3
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-1.scen,1.166,1.245,1.068x,0,0,2,1.000,0,2
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-2.scen,1.343,1.368,1.019x,1,1,3,0.750,1,3
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-3.scen,0.645,0.648,1.005x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-4.scen,0.698,0.699,1.001x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-5.scen,0.545,0.594,1.090x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-6.scen,0.618,0.714,1.155x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-7.scen,4.305,3.973,0.923x,1,1,9,0.900,1,9
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-8.scen,0.738,0.705,0.955x,0,0,1,1.000,0,1
wh_30x30-9-10-5-0,wh_30x30-9-10-5-0-9.scen,0.606,0.580,0.957x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-0.scen,0.004,0.003,0.750x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-10.scen,0.005,0.005,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-1.scen,0.002,0.002,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-2.scen,0.008,0.008,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-3.scen,0.002,0.002,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-4.scen,0.004,0.004,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-5.scen,0.009,0.009,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-6.scen,0.006,0.005,0.833x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-7.scen,0.007,0.008,1.143x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-8.scen,0.004,0.004,1.000x,0,0,1,1.000,0,1
wh_8x8-5-5-1-3,wh_8x8-5-5-1-9.scen,0.006,0.006,1.000x,0,0,1,1.000,0,1
wh_8x8-5-8-4-0,wh_8x8-5-8-4-0.scen,1.263,1.403,1.111x,3,3,158,0.981,3,158
wh_8x8-5-8-4-0,wh_8x8-5-8-4-10.scen,0.005,0.005,1.000x,1,1,3,0.750,1,3
wh_8x8-5-8-4-0,wh_8x8-5-8-4-1.scen,0.087,0.093,1.069x,0,0,7,1.000,0,7
wh_8x8-5-8-4-0,wh_8x8-5-8-4-2.scen,1.839,1.859,1.011x,8,8,209,0.963,8,209
wh_8x8-5-8-4-0,wh_8x8-5-8-4-3.scen,0.319,0.311,0.975x,5,5,23,0.821,5,23
wh_8x8-5-8-4-0,wh_8x8-5-8-4-4.scen,1.208,1.159,0.959x,1,1,140,0.993,1,140
wh_8x8-5-8-4-0,wh_8x8-5-8-4-5.scen,0.031,0.031,1.000x,0,0,3,1.000,0,3
wh_8x8-5-8-4-0,wh_8x8-5-8-4-6.scen,0.218,0.224,1.028x,1,1,23,0.958,1,23
wh_8x8-5-8-4-0,wh_8x8-5-8-4-7.scen,0.015,0.014,0.933x,0,0,1,1.000,0,1
wh_8x8-5-8-4-0,wh_8x8-5-8-4-8.scen,0.009,0.009,1.000x,0,0,1,1.000,0,1
wh_8x8-5-8-4-0,wh_8x8-5-8-4-9.scen,0.028,0.029,1.036x,0,0,1,1.000,0,1
